name,url,city,cuisine,avgRating,numReviews,priceRange,latitude,longitude,telephone,postalCode,StreetAddress,AddressLocality,AddressRegion,openingHoursSpecification,addressString,geoString,ratingString
"""Tacos Árabes"" El Mejor Sazón de Puebla",https://www.ubereats.com/mx-en/store/%22tacos-arabes%22-el-mejor-sazon-de-puebla/M7A4kc81RgiY18WIWvpGPw,Ciudad de México,['Mexican'],4.3,29,,19.4769457,-99.1556837,+525611650055,02600,,,,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '17:0', 'closes': '0:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '17:0', 'closes': '0:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Ciudad de México', 'addressRegion': 'CMX', 'postalCode': '02600', 'addressCountry': 'MX', 'streetAddress': 'Calle 10 586'}","{'@type': 'GeoCoordinates', 'latitude': 19.4769457, 'longitude': -99.1556837}","{'@type': 'AggregateRating', 'ratingValue': 4.3, 'reviewCount': '29'}"
Antonoff - Santa Fe,https://www.ubereats.com/mx-en/store/antonoff-santa-fe/2G8Hz_5TQO22n4oQIMqVVA,Cuajimalpa de Morelos,"['American', 'Breakfast and Brunch', 'Desserts']",4.9,15,,19.36991,-99.28577,+525554108402,05200,,,,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '8:0', 'closes': '22:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '8:0', 'closes': '23:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Cuajimalpa de Morelos', 'addressRegion': 'Mexico City', 'postalCode': '05200', 'addressCountry': 'MX', 'streetAddress': 'Calle Héctor Victoria 122'}","{'@type': 'GeoCoordinates', 'latitude': 19.36991, 'longitude': -99.28577}","{'@type': 'AggregateRating', 'ratingValue': 4.9, 'reviewCount': '15'}"
Gold Taco Veggie,https://www.ubereats.com/mx-en/store/gold-taco-veggie/glP5l6rDT2K9iIBfjD3Aog,Ciudad de México,"['Healthy', 'Affordable Meals', 'Vegetarian Friendly']",4.9,123,$$,19.4141791,-99.1645374,+5215552043735,06700,,,,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday'], 'opens': '13:0', 'closes': '20:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Thursday', 'opens': '13:0', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '13:0', 'closes': '22:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Ciudad de México', 'addressRegion': 'Ciudad de México', 'postalCode': '06700', 'addressCountry': 'MX', 'streetAddress': 'Calle Querétaro 225, Roma Nte.'}","{'@type': 'GeoCoordinates', 'latitude': 19.4141791, 'longitude': -99.1645374}","{'@type': 'AggregateRating', 'ratingValue': 4.9, 'reviewCount': '123'}"
Paella Mendez,https://www.ubereats.com/mx-en/store/paella-mendez/AD5f77EpSrKuCqTb2HIjSQ,Ciudad de México,['Spanish'],4.0,10,$,19.414159,-99.1646567,+525555448795,06700,,,,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday'], 'opens': '11:30', 'closes': '19:50'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday'], 'opens': '12:15', 'closes': '20:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Thursday', 'opens': '11:30', 'closes': '19:50'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Thursday', 'opens': '11:30', 'closes': '21:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Thursday', 'opens': '12:15', 'closes': '20:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '11:30', 'closes': '19:50'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '11:30', 'closes': '22:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '12:15', 'closes': '20:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Ciudad de México', 'addressRegion': 'CDMX', 'postalCode': '06700', 'addressCountry': 'MX', 'streetAddress': 'Calle Querétaro 227, Roma Nte.'}","{'@type': 'GeoCoordinates', 'latitude': 19.414159, 'longitude': -99.1646567}","{'@type': 'AggregateRating', 'ratingValue': 4, 'reviewCount': '10'}"
Me Lo Como,https://www.ubereats.com/mx-en/store/me-lo-como/9UdKb79MVcuwzUCMh5L73Q,Cuajimalpa de Morelos,"['Mexican', 'Latin American', 'New Mexican']",,,,19.34712,-99.29857,+525536664216,05500,,,,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '9:0', 'closes': '16:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '10:0', 'closes': '16:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Cuajimalpa de Morelos', 'addressRegion': 'Ciudad de México', 'postalCode': '05500', 'addressCountry': 'MX', 'streetAddress': 'Avenida 16 de Septiembre 669'}","{'@type': 'GeoCoordinates', 'latitude': 19.34712, 'longitude': -99.29857}",{}
Wild Sushi Polanco,https://www.ubereats.com/mx-en/store/wild-sushi-polanco/ryDtg9FHRNOq5U9OQE5RHQ,Mexico City,['Sushi'],4.7,20,$,19.436043,-99.203575,+525570450535,11530,,,,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '13:0', 'closes': '21:15'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '13:0', 'closes': '22:15'}]","{'@type': 'PostalAddress', 'addressLocality': 'Mexico City', 'addressRegion': 'Miguel Hidalgo', 'postalCode': '11530', 'addressCountry': 'MX', 'streetAddress': 'Avenida Homero 1408'}","{'@type': 'GeoCoordinates', 'latitude': 19.436043, 'longitude': -99.203575}","{'@type': 'AggregateRating', 'ratingValue': 4.7, 'reviewCount': '20'}"
Burritos Grill,https://www.ubereats.com/mx-en/store/burritos-grill/YB4UQHeIRxOVvK2ykJQlpQ,Mexico City,['Mexican'],,,$$,19.34427091093261,-99.17068732648708,+525543722879,04310,,,,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '13:0', 'closes': '20:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '12:0', 'closes': '17:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Mexico City', 'addressRegion': 'Mexico City', 'postalCode': '04310', 'addressCountry': 'MX', 'streetAddress': 'Delta 38 Romero de Terreros Coyoacan'}","{'@type': 'GeoCoordinates', 'latitude': 19.34427091093261, 'longitude': -99.17068732648708}",{}
Healthy boutique 🛒 (Artz Pedregal),https://www.ubereats.com/mx-en/store/healthy-boutique-artz-pedregal/4stfNwzxXvWDl5IXnBcrBA,Ciudad de México,"['Productos Orgánicos', 'Healthy', 'Vida Saludable']",,,,19.307216,-99.205467,+5552068203,1900,,,,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '10:0', 'closes': '18:45'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '10:0', 'closes': '18:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '10:0', 'closes': '18:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '10:0', 'closes': '18:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '10:0', 'closes': '18:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '10:0', 'closes': '18:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '10:0', 'closes': '18:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '10:0', 'closes': '18:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '10:0', 'closes': '18:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '10:0', 'closes': '18:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '10:0', 'closes': '18:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '10:0', 'closes': '18:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '10:0', 'closes': '18:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Monday', 'opens': '10:0', 'closes': '18:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Monday', 'opens': '10:0', 'closes': '18:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Monday', 'opens': '10:0', 'closes': '18:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Monday', 'opens': '10:0', 'closes': '18:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Monday', 'opens': '10:0', 'closes': '18:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Monday', 'opens': '10:0', 'closes': '18:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Monday', 'opens': '10:0', 'closes': '18:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Monday', 'opens': '10:0', 'closes': '18:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Monday', 'opens': '10:0', 'closes': '18:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Monday', 'opens': '10:0', 'closes': '18:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Monday', 'opens': '10:0', 'closes': '18:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Monday', 'opens': '10:0', 'closes': '18:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '10:0', 'closes': '18:45'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '10:0', 'closes': '18:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '10:0', 'closes': '18:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '10:0', 'closes': '18:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '10:0', 'closes': '18:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '10:0', 'closes': '18:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '10:0', 'closes': '18:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '10:0', 'closes': '18:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '10:0', 'closes': '18:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '10:0', 'closes': '18:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '10:0', 'closes': '18:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '10:0', 'closes': '18:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '10:0', 'closes': '18:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'Ciudad de México', 'addressRegion': 'LATAM', 'postalCode': '1900', 'addressCountry': 'MX', 'streetAddress': 'Adolfo Ruiz Cortines 3720 Local 235 A Nivel 2, 235 A (NIVEL 2) Jardines del Pedregal Alvaro Obregón'}","{'@type': 'GeoCoordinates', 'latitude': 19.307216, 'longitude': -99.205467}",{}
Jhon Wings,https://www.ubereats.com/mx-en/store/jhon-wings/yGlF4HE8V0qCIsvLAupNzg,Tlalpan,"['Burgers', 'American', 'Sandwiches', 'Allergy Friendly']",4.9,15,,19.28921,-99.22923,+522211214745,14240,,,,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '17:0', 'closes': '21:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Wednesday', 'Thursday'], 'opens': '17:0', 'closes': '21:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '17:0', 'closes': '22:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'Tlalpan', 'addressRegion': 'Mexico City', 'postalCode': '14240', 'addressCountry': 'MX', 'streetAddress': 'Calle Seyé 6'}","{'@type': 'GeoCoordinates', 'latitude': 19.28921, 'longitude': -99.22923}","{'@type': 'AggregateRating', 'ratingValue': 4.9, 'reviewCount': '15'}"
Daikoku Insurgentes,https://www.ubereats.com/mx-en/store/daikoku-insurgentes/0NjK48PwUiGxfMQuYDzXDQ,BENITO JUAREZ,"['Japanese', 'Asian', 'Sushi']",4.6,23,,19.37517,-99.17874,+525519458101,03740,,,,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '13:30', 'closes': '22:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'BENITO JUAREZ', 'addressRegion': 'LATAM', 'postalCode': '03740', 'addressCountry': 'MX', 'streetAddress': 'AV INSURGENTES 1261'}","{'@type': 'GeoCoordinates', 'latitude': 19.37517, 'longitude': -99.17874}","{'@type': 'AggregateRating', 'ratingValue': 4.6, 'reviewCount': '23'}"
Koh de Tao,https://www.ubereats.com/mx-en/store/koh-de-tao/HJFo6LyfXJWMBZT75EwpIg,La Magdalena Contreras,"['Asian', 'Thai']",,,,19.320882589505327,-99.23657708692537,+525530397732,10200,,,,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '13:0', 'closes': '19:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Thursday', 'Friday', 'Saturday'], 'opens': '13:0', 'closes': '19:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'La Magdalena Contreras', 'addressRegion': 'LATAM', 'postalCode': '10200', 'addressCountry': 'MX', 'streetAddress': 'Calle Presa Reventada 62'}","{'@type': 'GeoCoordinates', 'latitude': 19.320882589505327, 'longitude': -99.23657708692537}",{}
Deli House (Tecamachalco),https://www.ubereats.com/mx-en/store/deli-house-tecamachalco/G1kULHM3ShSNwpy5JPGLyA,Naucalpan de Juárez,"['Breakfast and Brunch', 'Kosher', 'Cafe', 'Family Friendly']",4.8,39,$,19.4288335,-99.2268399,+525552946684,53960,,,,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '8:30', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '7:30', 'closes': '22:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Naucalpan de Juárez', 'addressRegion': 'Méx.', 'postalCode': '53960', 'addressCountry': 'MX', 'streetAddress': 'Av de las Fuentes 49 B, Lomas de Tecamachalco, 53950'}","{'@type': 'GeoCoordinates', 'latitude': 19.4288335, 'longitude': -99.2268399}","{'@type': 'AggregateRating', 'ratingValue': 4.8, 'reviewCount': '39'}"
La Enbirria Narvarte,https://www.ubereats.com/mx-en/store/la-enbirria-narvarte/di5-jSVOWrOwWwnigCP__g,Ciudad de México,"['Mexican', 'Latin American', 'New Mexican']",4.2,32,,19.3905,-99.15635,+525587716369,03020,,,,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '8:30', 'closes': '1:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '7:0', 'closes': '1:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'Ciudad de México', 'addressRegion': 'LATAM', 'postalCode': '03020', 'addressCountry': 'MX', 'streetAddress': 'Av. Cuauhtemoc 776, Narvarte Poniente, Benito Juárez'}","{'@type': 'GeoCoordinates', 'latitude': 19.3905, 'longitude': -99.15635}","{'@type': 'AggregateRating', 'ratingValue': 4.2, 'reviewCount': '32'}"
Tortas Don Manuel,https://www.ubereats.com/mx-en/store/tortas-don-manuel/CyWS5s6NVxeRT1zC3kY4Sw,Tlalpan,"['Mexican', 'Burritos', 'Variety']",,,,19.289157547101762,-99.22357689161544,+525527928137,14200,,,,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '12:0', 'closes': '18:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '10:0', 'closes': '19:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Tlalpan', 'addressRegion': 'LATAM', 'postalCode': '14200', 'addressCountry': 'MX', 'streetAddress': 'Tizimín 163-8, Lomas de Padierna'}","{'@type': 'GeoCoordinates', 'latitude': 19.289157547101762, 'longitude': -99.22357689161544}",{}
Dirty Korean Ribs,https://www.ubereats.com/mx-en/store/dirty-korean-ribs/LXOJEsgLSfC7fcI_kuZj9g,Benito Juárez,"['American', 'Snacks', 'Wings', 'Fast Food']",4.6,53,,19.37896,-99.15251,+525584414613,03630,,,,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '14:0', 'closes': '23:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'Benito Juárez', 'addressRegion': 'Mexico City', 'postalCode': '03630', 'addressCountry': 'MX', 'streetAddress': 'Monte Albán 517'}","{'@type': 'GeoCoordinates', 'latitude': 19.37896, 'longitude': -99.15251}","{'@type': 'AggregateRating', 'ratingValue': 4.6, 'reviewCount': '53'}"
Sanborns 🛒 🛍️(Santa Fé),https://www.ubereats.com/mx-en/store/sanborns-santa-fe/e7E_lbj1Xu2xgKraHwgJUw,Mexico City,"['Everyday Essentials', 'Gift Store', 'Home & Personal Care', 'Juguetes y Electrodomésticos']",,,$,19.37354,-99.25886,+525552591839,1219,,,,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '9:0', 'closes': '20:59'}]","{'@type': 'PostalAddress', 'addressLocality': 'Mexico City', 'addressRegion': 'Ciudad de México', 'postalCode': '1219', 'addressCountry': 'MX', 'streetAddress': 'Av. Vasco de Quiroga 3800'}","{'@type': 'GeoCoordinates', 'latitude': 19.37354, 'longitude': -99.25886}",{}
Frody (Cuajimalpa),https://www.ubereats.com/mx-en/store/frody-cuajimalpa/xIxdhcUKTxiiS3f7aQpavA,Cuajimalpa de Morelos,['Ice Cream & Frozen Yogurt'],4.8,26,$,19.36081366200125,-99.29047980169162,+525555555555,05000,,,,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '12:0', 'closes': '19:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'Cuajimalpa de Morelos', 'addressRegion': 'Mexico City', 'postalCode': '05000', 'addressCountry': 'MX', 'streetAddress': 'Calle José María Castorena 357'}","{'@type': 'GeoCoordinates', 'latitude': 19.36081366200125, 'longitude': -99.29047980169162}","{'@type': 'AggregateRating', 'ratingValue': 4.8, 'reviewCount': '26'}"
DE BARRIOS,https://www.ubereats.com/mx-en/store/de-barrios/GYO814v4VqOh76rU4ai59Q,Ciudad de México,"['Coffee and Tea', 'American', 'Breakfast and Brunch']",,,,19.4115,-99.07887,+525542219758,15740,,,,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '12:0', 'closes': '19:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Wednesday', 'Thursday', 'Friday'], 'opens': '12:0', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '12:0', 'closes': '22:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'Ciudad de México', 'addressRegion': 'LATAM', 'postalCode': '15740', 'addressCountry': 'MX', 'streetAddress': 'Calle Roberto Fierro 175, 1'}","{'@type': 'GeoCoordinates', 'latitude': 19.4115, 'longitude': -99.07887}",{}
The Black Kitchen Project,https://www.ubereats.com/mx-en/store/the-black-kitchen-project/tf8M-RqqX8OOYRUEAjhPDQ,Álvaro Obregón,"['Indian', 'Vegetarian', 'Asian']",,,,19.348,-99.20229,+525542749634,01760,,,,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '14:0', 'closes': '22:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Álvaro Obregón', 'addressRegion': 'Mexico City', 'postalCode': '01760', 'addressCountry': 'MX', 'streetAddress': 'CALLEJON DE ACATITLA 21'}","{'@type': 'GeoCoordinates', 'latitude': 19.348, 'longitude': -99.20229}",{}
Deli House (Bosques),https://www.ubereats.com/mx-en/store/deli-house-bosques/bvEI7fm5WHuv_CsK6o5LVQ,Cuajimalpa de Morelos,"['Mexican', 'Latin American', 'New Mexican']",4.7,22,,19.39196779628728,-99.259885359471,+525555086676,05120,,,,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '8:15', 'closes': '21:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '8:15', 'closes': '23:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Friday', 'opens': '8:15', 'closes': '22:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '8:15', 'closes': '23:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'Cuajimalpa de Morelos', 'addressRegion': 'LATAM', 'postalCode': '05120', 'addressCountry': 'MX', 'streetAddress': 'Avenida Stim 1286'}","{'@type': 'GeoCoordinates', 'latitude': 19.39196779628728, 'longitude': -99.259885359471}","{'@type': 'AggregateRating', 'ratingValue': 4.7, 'reviewCount': '22'}"
Popeyes (Santa Fe),https://www.ubereats.com/mx-en/store/popeyes-santa-fe/8H1gzMizUS-_8OjO9531XQ,Ciudad de México,"['Burgers', 'American', 'Fast Food', 'Family Friendly', 'Fried Chicken']",4.7,500,,19.36694,-99.26343,+15517894189,01219,,,,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '9:0', 'closes': '22:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Ciudad de México', 'addressRegion': 'LATAM', 'postalCode': '01219', 'addressCountry': 'MX', 'streetAddress': 'Calle Guillermo Gonzalez Camarena 999'}","{'@type': 'GeoCoordinates', 'latitude': 19.36694, 'longitude': -99.26343}","{'@type': 'AggregateRating', 'ratingValue': 4.7, 'reviewCount': '500'}"
Casa Bellinghausen,https://www.ubereats.com/mx-en/store/casa-bellinghausen/CgNweyMQTnOdc7Doj7woEQ,Ciudad de México,['European'],,,$$$,19.359304,-99.2777314,+525552926986,05348,,,,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '13:0', 'closes': '18:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '13:0', 'closes': '21:45'}]","{'@type': 'PostalAddress', 'addressLocality': 'Ciudad de México', 'addressRegion': 'CDMX', 'postalCode': '05348', 'addressCountry': 'MX', 'streetAddress': 'Juan Salvador Agraz 50'}","{'@type': 'GeoCoordinates', 'latitude': 19.359304, 'longitude': -99.2777314}",{}
Oh My Bowl Poke,https://www.ubereats.com/mx-en/store/oh-my-bowl-poke/5ZadWCBhUymuTicD0J_PJA,Benito Juárez,"['Hawaiian', 'Poke', 'Seafood', 'Allergy Friendly']",4.7,156,,19.38918593752045,-99.16792244835963,+529831541403,03100,,,,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '12:0', 'closes': '18:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '12:0', 'closes': '21:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Benito Juárez', 'addressRegion': 'LATAM', 'postalCode': '03100', 'addressCountry': 'MX', 'streetAddress': 'Avenida Colonia del Valle 618'}","{'@type': 'GeoCoordinates', 'latitude': 19.38918593752045, 'longitude': -99.16792244835963}","{'@type': 'AggregateRating', 'ratingValue': 4.7, 'reviewCount': '156'}"
Piso73 Cafetería De Barrio,https://www.ubereats.com/mx-en/store/piso73-cafeteria-de-barrio/mwFJ1ayaR4Op_7lodo48TA,Benito Juárez,"['Mexican', 'Latin American', 'New Mexican']",,,,19.38485,-99.15408,+525533314602,03023,,,,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '8:30', 'closes': '21:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Benito Juárez', 'addressRegion': 'DF', 'postalCode': '03023', 'addressCountry': 'MX', 'streetAddress': 'Eje 5 Sur 1554, PB'}","{'@type': 'GeoCoordinates', 'latitude': 19.38485, 'longitude': -99.15408}",{}
